index,province_zh,province_en,city_zh,city_short_zh,city_en,wiki_title_zh,wiki_title_en,lat,lon,slug,catalog_id,source_station_wmo,source_station_file,source_station_name,source_station_lat,source_station_lon,station_match_quality
240,四川省,Sichuan,资阳市,资阳,资阳,资阳市,,,,city-sichuan-18,prefecture-city-sichuan-18,562940,CHN_SC_Chengdu.562940_CSWD.zip,Chengdu-Shuangliu.AP,30.579,103.947,city_alias_fallback
241,贵州省,Guizhou,贵阳市,贵阳,贵阳,贵阳市,,,,city-guizhou,prefecture-city-guizhou,578160,CHN_GZ_Guiyang.578160_TMYx.2011-2025.zip,Guiyang,26.5897,106.7276,province_capital_fallback
242,贵州省,Guizhou,六盘水市,六盘水,六盘水,六盘水市,,,,city-guizhou-2,prefecture-city-guizhou-2,578160,CHN_GZ_Guiyang.578160_TMYx.2011-2025.zip,Guiyang,26.5897,106.7276,city_alias_fallback
243,贵州省,Guizhou,遵义市,遵义,遵义,遵义市,,,,city-guizhou-3,prefecture-city-guizhou-3,577130,CHN_GZ_Zunyi.577130_CSWD.zip,Zunyi,27.7,106.8833,city_alias_fallback
244,贵州省,Guizhou,安顺市,安顺,安顺,安顺市,,,,city-guizhou-4,prefecture-city-guizhou-4,578160,CHN_GZ_Guiyang.578160_TMYx.2011-2025.zip,Guiyang,26.5897,106.7276,city_alias_fallback
245,贵州省,Guizhou,毕节市,毕节,毕节,毕节市,,,,city-guizhou-5,prefecture-city-guizhou-5,578160,CHN_GZ_Guiyang.578160_TMYx.2011-2025.zip,Guiyang,26.5897,106.7276,city_alias_fallback
246,贵州省,Guizhou,铜仁市,铜仁,铜仁,铜仁市,,,,city-guizhou-6,prefecture-city-guizhou-6,578160,CHN_GZ_Guiyang.578160_TMYx.2011-2025.zip,Guiyang,26.5897,106.7276,city_alias_fallback
247,云南省,Yunnan,昆明市,昆明,昆明,昆明市,,,,city-yunnan,prefecture-city-yunnan,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,province_capital_fallback
248,云南省,Yunnan,曲靖市,曲靖,曲靖,曲靖市,,,,city-yunnan-2,prefecture-city-yunnan-2,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,city_alias_fallback
249,云南省,Yunnan,玉溪市,玉溪,玉溪,玉溪市,,,,city-yunnan-3,prefecture-city-yunnan-3,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,city_alias_fallback
250,云南省,Yunnan,保山市,保山,保山,保山市,,,,city-yunnan-4,prefecture-city-yunnan-4,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,city_alias_fallback
251,云南省,Yunnan,昭通市,昭通,昭通,昭通市,,,,city-yunnan-5,prefecture-city-yunnan-5,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,city_alias_fallback
252,云南省,Yunnan,丽江市,丽江,丽江,丽江市,,,,city-yunnan-6,prefecture-city-yunnan-6,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,city_alias_fallback
253,云南省,Yunnan,普洱市,普洱,普洱,普洱市,,,,city-yunnan-7,prefecture-city-yunnan-7,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,city_alias_fallback
254,云南省,Yunnan,临沧市,临沧,临沧,临沧市,,,,city-yunnan-8,prefecture-city-yunnan-8,567780,CHN_YN_Kunming.567780_CSWD.zip,Kunming-Wujiaba.AP,24.992,102.744,city_alias_fallback
255,西藏自治区,Tibet,拉萨市,拉萨,拉萨,拉萨市,,,,city-tibet,prefecture-city-tibet,555910,CHN_XJ_Lhasa.555910_TMYx.2011-2025.zip,Lhasa,29.6586,91.1353,province_capital_fallback
256,西藏自治区,Tibet,日喀则市,日喀则,日喀则,日喀则市,,,,city-tibet-2,prefecture-city-tibet-2,555910,CHN_XJ_Lhasa.555910_TMYx.2011-2025.zip,Lhasa,29.6586,91.1353,city_alias_fallback
257,西藏自治区,Tibet,昌都市,昌都,昌都,昌都市,,,,city-tibet-3,prefecture-city-tibet-3,555910,CHN_XJ_Lhasa.555910_TMYx.2011-2025.zip,Lhasa,29.6586,91.1353,city_alias_fallback
258,西藏自治区,Tibet,林芝市,林芝,林芝,林芝市,,,,city-tibet-4,prefecture-city-tibet-4,563120,CHN_XJ_Nyingchi.563120_TMYx.2011-2025.zip,Nyingchi,29.6475,94.3605,city_alias_fallback
259,西藏自治区,Tibet,山南市,山南,山南,山南市,,,,city-tibet-5,prefecture-city-tibet-5,555910,CHN_XJ_Lhasa.555910_TMYx.2011-2025.zip,Lhasa,29.6586,91.1353,city_alias_fallback
260,西藏自治区,Tibet,那曲市,那曲,那曲,那曲市,,,,city-tibet-6,prefecture-city-tibet-6,555910,CHN_XJ_Lhasa.555910_TMYx.2011-2025.zip,Lhasa,29.6586,91.1353,city_alias_fallback
261,陕西省,Shaanxi,西安市,西安,西安,西安市,,,,city-shaanxi,prefecture-city-shaanxi,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,province_capital_fallback
262,陕西省,Shaanxi,铜川市,铜川,铜川,铜川市,,,,city-shaanxi-2,prefecture-city-shaanxi-2,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
263,陕西省,Shaanxi,宝鸡市,宝鸡,宝鸡,宝鸡市,,,,city-shaanxi-3,prefecture-city-shaanxi-3,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
264,陕西省,Shaanxi,咸阳市,咸阳,咸阳,咸阳市,,,,city-shaanxi-4,prefecture-city-shaanxi-4,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
265,陕西省,Shaanxi,渭南市,渭南,渭南,渭南市,,,,city-shaanxi-5,prefecture-city-shaanxi-5,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
266,陕西省,Shaanxi,汉中市,汉中,汉中,汉中市,,,,city-shaanxi-6,prefecture-city-shaanxi-6,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
267,陕西省,Shaanxi,延安市,延安,延安,延安市,,,,city-shaanxi-7,prefecture-city-shaanxi-7,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
268,陕西省,Shaanxi,榆林市,榆林,榆林,榆林市,,,,city-shaanxi-8,prefecture-city-shaanxi-8,536460,CHN_SN_Yulin.536460_TMYx.2011-2025.zip,Yulin,38.2687,109.7804,city_alias_fallback
269,陕西省,Shaanxi,安康市,安康,安康,安康市,,,,city-shaanxi-9,prefecture-city-shaanxi-9,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
270,陕西省,Shaanxi,商洛市,商洛,商洛,商洛市,,,,city-shaanxi-10,prefecture-city-shaanxi-10,570360,CHN_SN_Xian.570360_CSWD.zip,Xian,34.3,108.9333,city_alias_fallback
271,甘肃省,Gansu,兰州市,兰州,兰州,兰州市,,,,city-gansu,prefecture-city-gansu,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,province_capital_fallback
272,甘肃省,Gansu,嘉峪关市,嘉峪关,嘉峪关,嘉峪关市,,,,city-gansu-2,prefecture-city-gansu-2,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,province_capital_fallback
273,甘肃省,Gansu,金昌市,金昌,金昌,金昌市,,,,city-gansu-3,prefecture-city-gansu-3,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
274,甘肃省,Gansu,白银市,白银,白银,白银市,,,,city-gansu-4,prefecture-city-gansu-4,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
275,甘肃省,Gansu,天水市,天水,天水,天水市,,,,city-gansu-5,prefecture-city-gansu-5,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
276,甘肃省,Gansu,武威市,武威,武威,武威市,,,,city-gansu-6,prefecture-city-gansu-6,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
277,甘肃省,Gansu,张掖市,张掖,张掖,张掖市,,,,city-gansu-7,prefecture-city-gansu-7,526610,CHN_GS_Shandan.526610_TMYx.zip,Shandan,38.8,101.083,city_alias_fallback
278,甘肃省,Gansu,平凉市,平凉,平凉,平凉市,,,,city-gansu-8,prefecture-city-gansu-8,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
279,甘肃省,Gansu,酒泉市,酒泉,酒泉,酒泉市,,,,city-gansu-9,prefecture-city-gansu-9,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
280,甘肃省,Gansu,庆阳市,庆阳,庆阳,庆阳市,,,,city-gansu-10,prefecture-city-gansu-10,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
281,甘肃省,Gansu,定西市,定西,定西,定西市,,,,city-gansu-11,prefecture-city-gansu-11,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
282,甘肃省,Gansu,陇南市,陇南,陇南,陇南市,,,,city-gansu-12,prefecture-city-gansu-12,528890,CHN_GS_Lanzhou.528890_TMYx.2011-2025.zip,Lanzhou,36.05,103.883,city_alias_fallback
283,青海省,Qinghai,西宁市,西宁,西宁,西宁市,,,,city-qinghai,prefecture-city-qinghai,528660,CHN_QH_Xining.528660_TMYx.2011-2025.zip,Xining,36.6644,101.7331,province_capital_fallback
284,青海省,Qinghai,海东市,海东,海东,海东市,,,,city-qinghai-2,prefecture-city-qinghai-2,528660,CHN_QH_Xining.528660_TMYx.2011-2025.zip,Xining,36.6644,101.7331,city_alias_fallback
285,宁夏回族自治区,Ningxia,银川市,银川,银川,银川市,,,,city-ningxia,prefecture-city-ningxia,536140,CHN_NX_Yinchuan.536140_TMYx.2011-2025.zip,Yinchuan,38.4714,106.2078,province_capital_fallback
286,宁夏回族自治区,Ningxia,石嘴山市,石嘴山,石嘴山,石嘴山市,,,,city-ningxia-2,prefecture-city-ningxia-2,536140,CHN_NX_Yinchuan.536140_TMYx.2011-2025.zip,Yinchuan,38.4714,106.2078,city_alias_fallback
287,宁夏回族自治区,Ningxia,吴忠市,吴忠,吴忠,吴忠市,,,,city-ningxia-3,prefecture-city-ningxia-3,536140,CHN_NX_Yinchuan.536140_TMYx.2011-2025.zip,Yinchuan,38.4714,106.2078,city_alias_fallback
288,宁夏回族自治区,Ningxia,固原市,固原,固原,固原市,,,,city-ningxia-4,prefecture-city-ningxia-4,536140,CHN_NX_Yinchuan.536140_TMYx.2011-2025.zip,Yinchuan,38.4714,106.2078,city_alias_fallback
289,宁夏回族自治区,Ningxia,中卫市,中卫,中卫,中卫市,,,,city-ningxia-5,prefecture-city-ningxia-5,536140,CHN_NX_Yinchuan.536140_TMYx.2011-2025.zip,Yinchuan,38.4714,106.2078,city_alias_fallback
290,新疆维吾尔自治区,Xinjiang,乌鲁木齐市,乌鲁木齐,乌鲁木齐,乌鲁木齐市,,,,city-xinjiang,prefecture-city-xinjiang,514630,CHN_XJ_Urumqi.514630_CSWD.zip,Urumqi,43.78333,87.65,province_capital_fallback
291,新疆维吾尔自治区,Xinjiang,克拉玛依市,克拉玛依,克拉玛依,克拉玛依市,,,,city-xinjiang-2,prefecture-city-xinjiang-2,512430,CHN_XZ_Karamay.512430_TMYx.2011-2025.zip,Karamay,45.6101,84.8454,city_alias_fallback
292,新疆维吾尔自治区,Xinjiang,吐鲁番市,吐鲁番,吐鲁番,吐鲁番市,,,,city-xinjiang-3,prefecture-city-xinjiang-3,515730,CHN_XZ_Turpan.515730_TMYx.2011-2025.zip,Turpan,42.95,89.2297,city_alias_fallback
293,新疆维吾尔自治区,Xinjiang,哈密市,哈密,哈密,哈密市,,,,city-xinjiang-4,prefecture-city-xinjiang-4,522030,CHN_XJ_Hami.522030_CSWD.zip,Hami,42.81667,93.51667,city_alias_fallback
