index,province_zh,province_en,city_zh,city_short_zh,admin_type_zh,division_code,city_en,wiki_title_zh,wiki_title_en,lat,lon,slug,catalog_id,source_station_wmo,source_station_file,source_station_name,source_station_lat,source_station_lon,station_match_quality
74,江苏省,Jiangsu,常州市,常州,地级市,320400,常州,常州市,,31.81,119.976,city-jiangsu-2,prefecture-city-jiangsu-2,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,province_capital_fallback
75,江苏省,Jiangsu,苏州市,苏州,地级市,320500,Suzhou,苏州市,Suzhou,31.3,120.61666667,suzhou,prefecture-suzhou,583580,CHN_JS_Suzhou.583580_TMYx.zip,Suzhou,31.267,120.617,city_alias_fallback
76,江苏省,Jiangsu,南通市,南通,地级市,320600,Nantong,南通市,Nantong,31.98,120.895,nantong,prefecture-nantong,548525,CHN_JS_Nantong.548525_TMYx.2011-2025.zip,Nantong,32.02,120.85,direct
77,江苏省,Jiangsu,连云港市,连云港,地级市,320700,连云港,连云港市,,34.597,119.222,city-jiangsu-3,prefecture-city-jiangsu-3,580270,CHN_JS_Xuzhou.580270_TMYx.2011-2025.zip,Xuzhou,34.2871,117.1587,city_alias_fallback
78,江苏省,Jiangsu,淮安市,淮安,地级市,320800,淮安,淮安市,,33.55,119.114,city-jiangsu-4,prefecture-city-jiangsu-4,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,city_alias_fallback
79,江苏省,Jiangsu,盐城市,盐城,地级市,320900,盐城,盐城市,,33.347,120.164,city-jiangsu-5,prefecture-city-jiangsu-5,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,province_capital_fallback
80,江苏省,Jiangsu,扬州市,扬州,地级市,321000,扬州,扬州市,,32.393,119.415,city-jiangsu-6,prefecture-city-jiangsu-6,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,city_alias_fallback
81,江苏省,Jiangsu,镇江市,镇江,地级市,321100,镇江,镇江市,,32.188,119.428,city-jiangsu-7,prefecture-city-jiangsu-7,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,city_alias_fallback
82,江苏省,Jiangsu,泰州市,泰州,地级市,321200,泰州,泰州市,,32.455,119.923,city-jiangsu-8,prefecture-city-jiangsu-8,582380,CHN_JS_Nanjing.582380_TMYx.2011-2025.zip,Nanjing,31.9316,118.8996,city_alias_fallback
83,江苏省,Jiangsu,宿迁市,宿迁,地级市,321300,宿迁,宿迁市,,33.9624,118.2757,city-jiangsu-9,prefecture-city-jiangsu-9,580270,CHN_JS_Xuzhou.580270_TMYx.2011-2025.zip,Xuzhou,34.2871,117.1587,city_alias_fallback
84,浙江省,Zhejiang,杭州市,杭州,地级市,330100,Hangzhou,杭州市,Hangzhou,30.24916667,120.20527778,hangzhou,prefecture-hangzhou,584570,CHN_ZJ_Hangzhou.584570_TMYx.2011-2025.zip,Hangzhou,30.2259,120.1649,direct
85,浙江省,Zhejiang,宁波市,宁波,地级市,330200,Ningbo,宁波市,Ningbo,29.86361111,121.62083333,ningbo,prefecture-ningbo,585620,CHN_ZJ_Ningbo.585620_TMYx.zip,Ningbo,29.917,121.467,direct
86,浙江省,Zhejiang,温州市,温州,地级市,330300,Wenzhou,温州市,Wenzhou,27.993,120.699,wenzhou,prefecture-wenzhou,586590,CHN_ZJ_Wenzhou.586590_TMYx.2007-2021.zip,Wenzhou,28.017,120.667,direct
87,浙江省,Zhejiang,嘉兴市,嘉兴,地级市,330400,嘉兴,嘉兴市,,30.754,120.759,city-zhejiang,prefecture-city-zhejiang,584570,CHN_ZJ_Hangzhou.584570_TMYx.2011-2025.zip,Hangzhou,30.2259,120.1649,city_alias_fallback
88,浙江省,Zhejiang,湖州市,湖州,地级市,330500,湖州,湖州市,,30.894,120.087,city-zhejiang-2,prefecture-city-zhejiang-2,584570,CHN_ZJ_Hangzhou.584570_TMYx.2011-2025.zip,Hangzhou,30.2259,120.1649,city_alias_fallback
89,浙江省,Zhejiang,绍兴市,绍兴,地级市,330600,Shaoxing,绍兴市,Shaoxing,29.995,120.586,shaoxing,prefecture-shaoxing,584570,CHN_ZJ_Hangzhou.584570_TMYx.2011-2025.zip,Hangzhou,30.2259,120.1649,city_alias_fallback
90,浙江省,Zhejiang,金华市,金华,地级市,330700,金华,金华市,,29.0788,119.6475,city-zhejiang-3,prefecture-city-zhejiang-3,585540,CHN_ZJ_Yi.Wu.585540_TMYx.zip,Yi.Wu,29.35,120.017,city_alias_fallback
91,浙江省,Zhejiang,衢州市,衢州,地级市,330800,衢州,衢州市,,28.97,118.86,city-zhejiang-4,prefecture-city-zhejiang-4,584570,CHN_ZJ_Hangzhou.584570_TMYx.2011-2025.zip,Hangzhou,30.2259,120.1649,city_alias_fallback
92,浙江省,Zhejiang,舟山市,舟山,地级市,330900,舟山,舟山市,,29.9852,122.2077,city-zhejiang-5,prefecture-city-zhejiang-5,585620,CHN_ZJ_Ningbo.585620_TMYx.zip,Ningbo,29.917,121.467,city_alias_fallback
93,浙江省,Zhejiang,台州市,台州,地级市,331000,台州,台州市,,28.6556,121.4216,city-zhejiang-6,prefecture-city-zhejiang-6,585620,CHN_ZJ_Ningbo.585620_TMYx.zip,Ningbo,29.917,121.467,city_alias_fallback
94,浙江省,Zhejiang,丽水市,丽水,地级市,331100,丽水,丽水市,,28.467,119.923,city-zhejiang-7,prefecture-city-zhejiang-7,586590,CHN_ZJ_Wenzhou.586590_TMYx.2007-2021.zip,Wenzhou,28.017,120.667,city_alias_fallback
95,安徽省,Anhui,合肥市,合肥,地级市,340100,Hefei,合肥市,Hefei,,,hefei,prefecture-hefei,583210,CHN_AH_Hefei.583210_TMYx.2011-2025.zip,Hefei,31.9555,117.0574,direct
96,安徽省,Anhui,芜湖市,芜湖,地级市,340200,芜湖,芜湖市,,31.353,118.433,city-anhui,prefecture-city-anhui,583210,CHN_AH_Hefei.583210_TMYx.2011-2025.zip,Hefei,31.9555,117.0574,province_capital_fallback
97,安徽省,Anhui,蚌埠市,蚌埠,地级市,340300,Bengbu,蚌埠市,Bengbu,,,bengbu,prefecture-bengbu,582210,CHN_AH_Bengbu.AP.582210_TMYx.2011-2025.zip,Bengbu.AP,32.852,117.3207,direct
98,安徽省,Anhui,淮南市,淮南,地级市,340400,淮南,淮南市,,32.625,117.0,city-anhui-2,prefecture-city-anhui-2,583210,CHN_AH_Hefei.583210_TMYx.2011-2025.zip,Hefei,31.9555,117.0574,province_capital_fallback
99,安徽省,Anhui,马鞍山市,马鞍山,地级市,340500,马鞍山,马鞍山市,,31.67,118.506,city-anhui-3,prefecture-city-anhui-3,583210,CHN_AH_Hefei.583210_TMYx.2011-2025.zip,Hefei,31.9555,117.0574,province_capital_fallback
100,安徽省,Anhui,淮北市,淮北,地级市,340600,淮北,淮北市,,33.9565,116.7977,city-anhui-4,prefecture-city-anhui-4,583210,CHN_AH_Hefei.583210_TMYx.2011-2025.zip,Hefei,31.9555,117.0574,province_capital_fallback
101,安徽省,Anhui,铜陵市,铜陵,地级市,340700,铜陵,铜陵市,,30.9455,117.8115,city-anhui-5,prefecture-city-anhui-5,583210,CHN_AH_Hefei.583210_TMYx.2011-2025.zip,Hefei,31.9555,117.0574,province_capital_fallback
102,安徽省,Anhui,安庆市,安庆,地级市,340800,Anqing,安庆市,Anqing,30.532,117.115,anqing,prefecture-anqing,584240,CHN_AH_Anqing.584240_TMYx.2011-2025.zip,Anqing,30.6231,116.9673,direct
103,安徽省,Anhui,黄山市,黄山,地级市,341000,Huangshan City,黄山市,Huangshan City,29.7148,118.3375,huangshan-city,prefecture-huangshan-city,584370,CHN_AH_Huang.Shan.584370_TMYx.2011-2025.zip,Huang.Shan,30.1347,118.1642,direct
